TRACK_clean,ncaa_name,espn_name,dist,primary_color,secondary_color,tertiary_color,color_4,color_5,color_6,logo_url,color_3,conference,ncaa_name_TRUE
Notre Dame,Notre Dame,Notre Dame,0,#0C2340,#C99700,#AE9142,#00843D,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Notre_Dame_Fighting_Irish_logo.svg/267px-Notre_Dame_Fighting_Irish_logo.svg.png,NA,ACC,Notre Dame
Oakland,Oakland,Oakland,0,#B59A57,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Oakland_Golden_Grizzlies_logo.svg/303px-Oakland_Golden_Grizzlies_logo.svg.png,NA,Horizon,Oakland
Ohio,Ohio,Ohio,0,#00694E,#CDA077,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Ohio_Bobcats_logo.svg/279px-Ohio_Bobcats_logo.svg.png,NA,MAC,Ohio
Ohio State,Ohio St.,Ohio State,0.1416666666666666,#BB0000,#666666,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ohio_State_Buckeyes_logo.svg/244px-Ohio_State_Buckeyes_logo.svg.png,NA,Big 10,Ohio State
Ohio U.,Ohio,Ohio,0,#00694E,#CDA077,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Ohio_Bobcats_logo.svg/279px-Ohio_Bobcats_logo.svg.png,NA,MAC,Ohio
Oklahoma,Oklahoma,Oklahoma,0,#841617,#FDF9D8,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Oklahoma_Sooners_logo.svg/186px-Oklahoma_Sooners_logo.svg.png,NA,Big 12,Oklahoma
Oklahoma State,Oklahoma St.,Oklahoma State,0.09920634920634919,#FF7300,#000000,#FF9900,#BEBEBE,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Oklahoma_State_University_system_logo.svg/320px-Oklahoma_State_University_system_logo.svg.png,NA,Big 12,Oklahoma State
Ole Miss,Ole Miss,Ole Miss,0,#CE1126,#14213D,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ole_Miss_Rebels_logo.svg/320px-Ole_Miss_Rebels_logo.svg.png,NA,SEC,Ole Miss
Oral Roberts,Oral Roberts,Oral Roberts,0,#002F60,#C5B783,#A28E2A,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Oral_Roberts_Golden_Eagles_logo.svg/320px-Oral_Roberts_Golden_Eagles_logo.svg.png,NA,Summit,Oral Roberts
Oregon,Oregon,Oregon,0,#154733,#FEE123,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Oregon_Ducks_logo.svg/290px-Oregon_Ducks_logo.svg.png,NA,Pac 12,Oregon
Oregon State,Oregon St.,Oregon State,0.1166666666666667,#DC4405,#000000,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Oregon_State_Beavers_logo.svg/320px-Oregon_State_Beavers_logo.svg.png,NA,Pac 12,Oregon State
Pacific,Pacific,Pacific,0,#E35205,#231F20,#D86018,#949A90,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Pacific_Tigers_logo.svg/320px-Pacific_Tigers_logo.svg.png,NA,WCC,Pacific
Penn,Penn,Penn,0,#990000,#011F5B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Penn_Quakers_logo.svg/197px-Penn_Quakers_logo.svg.png,NA,Ivy,Penn
Penn State,Penn St.,Penn State,0.1416666666666666,#093162,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Penn_State_Nittany_Lions_logo.svg/320px-Penn_State_Nittany_Lions_logo.svg.png,NA,Big 10,Penn State
Pepperdine,Pepperdine,Pepperdine,0,#00205C,#EE7624,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Pepperdine_Waves_logo.svg/226px-Pepperdine_Waves_logo.svg.png,NA,WCC,Pepperdine
Pittsburgh,Pittsburgh,Pitt,0,#1C2957,#CDB87D,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Pitt_Panthers_wordmark.svg/320px-Pitt_Panthers_wordmark.svg.png,NA,ACC,Pittsburgh
Portland,Portland,Portland,0,#1E1656,#5E6A71,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Portland_Pilots_logo.svg/213px-Portland_Pilots_logo.svg.png,NA,WCC,Portland
Portland State,Portland St.,Portland State,0.09920634920634919,#154734,#FFFFFF,#373A36,#2C2A29,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Portland_State_Vikings_logo.svg/186px-Portland_State_Vikings_logo.svg.png,NA,Big Sky,Portland State
Prairie View,Prairie View,PV A&M,0,#330066,#FFCC33,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Prairie_View_A%26M_Panthers_logo.svg/320px-Prairie_View_A%26M_Panthers_logo.svg.png,NA,SWAC,Prairie View
Princeton,Princeton,Princeton,0,#FF671F,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Princeton_Tigers_logo.svg/210px-Princeton_Tigers_logo.svg.png,NA,Ivy,Princeton
Providence,Providence,Providence,0,#000000,#8A8D8F,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/5f/Providence_Friars_P_script_logo.gif,NA,Big East,Providence
Purdue,Purdue,Purdue,0,#CEB888,#000000,#9D968D,#373A36,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Purdue_Boilermakers_logo.svg/320px-Purdue_Boilermakers_logo.svg.png,NA,Big 10,Purdue
Purdue Fort Wayne,Purdue Fort Wayne,Fort Wayne,0,#002F6C,#000000,#63666A,#97999B,#BBBCBC,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Purdue_Fort_Wayne_Mastodons_logo.svg/202px-Purdue_Fort_Wayne_Mastodons_logo.svg.png,NA,Summit,Purdue Fort Wayne
Quinnipiac,Quinnipiac,Quinnipiac,0,#0A2240,#FFB819,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/2/2c/Quinnipiac_Bobcats_logo.svg,NA,MAAC,Quinnipiac
Radford,Radford,Radford,0,#C2011B,#808285,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Radford_Highlanders_logo.svg/284px-Radford_Highlanders_logo.svg.png,NA,Big South,Radford
Rhode Island,Rhode Island,URI,0,#68ABE8,#002147,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Rhode_Island_Rams_logo.svg/187px-Rhode_Island_Rams_logo.svg.png,NA,A-10,Rhode Island
Rice,Rice,Rice,0,#00205B,#C1C6C8,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Rice_Owls_logo.svg/200px-Rice_Owls_logo.svg.png,NA,C-USA,Rice
Richmond,Richmond,Richmond,0,#000066,#990000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Richmond_Spiders_logo.svg/175px-Richmond_Spiders_logo.svg.png,NA,A-10,Richmond
Rider,Rider,Rider,0,#981E32,#6C6F70,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Rider_Broncs.svg/320px-Rider_Broncs.svg.png,NA,MAAC,Rider
Robert Morris,Robert Morris,Robert Morris,0,#14234B,#A6192E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Robert_Morris_Colonials_logo.svg/208px-Robert_Morris_Colonials_logo.svg.png,NA,NEC,Robert Morris
Rutgers,Rutgers,Rutgers,0,#CC0033,#5F6A72,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Rutgers_Scarlet_Knights_logo.svg/270px-Rutgers_Scarlet_Knights_logo.svg.png,NA,Big 10,Rutgers
Sacramento St.,Sacramento St.,Sacramento St,0,#043927,#C4B581,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/6/61/Sacramento_State_Hornets_logo.svg,NA,Big Sky,Sacramento St.
Sacred Heart,Sacred Heart,Sacred Heart,0,#CD1041,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Sacred_Heart_Pioneers_logo.svg/320px-Sacred_Heart_Pioneers_logo.svg.png,NA,NEC,Sacred Heart
Saint Francis (Pa.),Saint Francis (PA),St Francis (PA),0.05360623781676421,#BD1F25,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Saint_Francis_Red_Flash_logo.svg/320px-Saint_Francis_Red_Flash_logo.svg.png,NA,NEC,Saint Francis (Pa.)
Saint Francis University,Saint Francis (PA),St Francis (PA),0.21296296296296302,#BD1F25,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Saint_Francis_Red_Flash_logo.svg/320px-Saint_Francis_Red_Flash_logo.svg.png,NA,NEC,Saint Francis University
Saint Louis,Saint Louis,Saint Louis,0,#003DA5,#C8C9C7,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Saint_Louis_Billikens_logo.svg/249px-Saint_Louis_Billikens_logo.svg.png,NA,A-10,Saint Louis
Sam Houston,Sam Houston St.,Sam Houston,0.0888888888888889,#F78E1E,#004990,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/d/de/SHSU_athletics_logo.svg,NA,WAC,Sam Houston
Sam Houston St.,Sam Houston St.,Sam Houston,0,#F78E1E,#004990,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/d/de/SHSU_athletics_logo.svg,NA,WAC,Sam Houston St.
Samford,Samford,Samford,0,#C4161D,#002649,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/Samford_Bulldogs_logo.svg/320px-Samford_Bulldogs_logo.svg.png,NA,Southern,Samford
San Diego,San Diego,San Diego,0,#002868,#84BCE8,#207BC1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/7/7e/San_Diego_Toreros_logo.svg,NA,WCC,San Diego
San Diego St.,San Diego St.,San Diego State,0,#A6192E,#000000,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/San_Diego_State_Aztecs_logo.svg/320px-San_Diego_State_Aztecs_logo.svg.png,NA,MWC,San Diego St.
San Francisco,San Francisco,San Francisco,0,#FDBB30,#00543C,#919194,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/San_Francisco_Dons_logo.svg/200px-San_Francisco_Dons_logo.svg.png,NA,WCC,San Francisco
San Jose St.,San Jose St.,San Jose State,0,#0055A2,#E5A823,#939597,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/San_Jose_State_Spartans_logo.svg/233px-San_Jose_State_Spartans_logo.svg.png,NA,MWC,San Jose St.
Santa Clara,Santa Clara,Santa Clara,0,#862633,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Santa_Clara_Broncos_logo.svg/185px-Santa_Clara_Broncos_logo.svg.png,NA,WCC,Santa Clara
Savannah State,non,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,non
SE Louisiana,Southeastern La.,SE Louisiana,0,#006341,#EAAA00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/6/62/Southeastern_Louisiana_Lions_2021_logo.svg,NA,Southland,Southeastern La.
SE Missouri,Southeast Mo. St.,SE Missouri St,0,#C8102E,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Southeast_Missouri_State_Redhawks_logo.svg/316px-Southeast_Missouri_State_Redhawks_logo.svg.png,NA,OVC,Southeast Mo. St.
Seattle U.,Seattle U,Seattle,0.03333333333333344,#AA0000,#333333,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Seattle_Redhawks_logo.svg/214px-Seattle_Redhawks_logo.svg.png,NA,WAC,Seattle U.
Seton Hall,Seton Hall,Seton Hall,0,#004488,#A2AAAD,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Seton_Hall_Pirates_logo.svg/236px-Seton_Hall_Pirates_logo.svg.png,NA,Big East,Seton Hall
Siena,Siena,Siena,0,#FFC72C,#C8102E,#006747,#693F23,NA,NA,https://upload.wikimedia.org/wikipedia/commons/d/d0/Siena_Saints_wordmark.png,NA,MAAC,Siena
SIU Edwardsville,SIUE,SIUE,0,#CC0000,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/SIU_Edwardsville_Cougars_logo.svg/320px-SIU_Edwardsville_Cougars_logo.svg.png,NA,OVC,SIUE
SIU-Edwardsville,SIUE,SIUE,0,#CC0000,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/SIU_Edwardsville_Cougars_logo.svg/320px-SIU_Edwardsville_Cougars_logo.svg.png,NA,OVC,SIUE
SMU,SMU,SMU,0,#CC0035,#354CA1,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/SMU_Mustang_logo.svg/320px-SMU_Mustang_logo.svg.png,NA,AAC,SMU
South Alabama,South Alabama,South Alabama,0,#00205B,#BF0D3E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/South_Alabama_Jaguars_logo.svg/303px-South_Alabama_Jaguars_logo.svg.png,NA,Sunbelt,South Alabama
South Carolina,South Carolina,South Carolina,0,#73000A,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/South_Carolina_Gamecocks_logo.svg/219px-South_Carolina_Gamecocks_logo.svg.png,NA,SEC,South Carolina
South Carolina St.,South Carolina St.,S Carolina St,0,#841A2B,#1E4692,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/South_Carolina_State_Bulldogs_logo.svg/197px-South_Carolina_State_Bulldogs_logo.svg.png,NA,MEAC,South Carolina St.
South Dakota,South Dakota,South Dakota,0,#AD0000,#B4B4B4,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/South_Dakota_Coyotes_logo.svg/189px-South_Dakota_Coyotes_logo.svg.png,NA,Summit,South Dakota
South Dakota St.,South Dakota St.,South Dakota St,0,#0033A0,#FFD100,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/South_Dakota_State_Jackrabbits_logo.svg/315px-South_Dakota_State_Jackrabbits_logo.svg.png,NA,Summit,South Dakota St.
South Florida,South Fla.,USF,0,#006747,#CFC493,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/South_Florida_Bulls_logo.svg/300px-South_Florida_Bulls_logo.svg.png,NA,AAC,South Fla.
Southern,Southern U.,Southern,0.09090909090909083,#69B3E7,#FFC72C,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Southern_Jaguars_logo.svg/273px-Southern_Jaguars_logo.svg.png,NA,SWAC,Southern
Southern Illinois,Southern Ill.,S Illinois,0.12368024132730016,#720000,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Southern_Illinois_Salukis_logo.svg/320px-Southern_Illinois_Salukis_logo.svg.png,NA,MVC,Southern Illinois
Southern Miss.,Southern Miss.,Southern Miss,0,#000000,#FFAB00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Southern_Miss_Athletics_logo.svg/320px-Southern_Miss_Athletics_logo.svg.png,NA,C-USA,Southern Miss.
Southern Utah,Southern Utah,Southern Utah,0,#000000,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Southern_Utah_Thunderbirds_logo.svg/320px-Southern_Utah_Thunderbirds_logo.svg.png,NA,Big Sky,Southern Utah
St. Bonaventure,St. Bonaventure,St Bonaventure,0,#54261A,#FDB726,#BDB6B0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/St._Bonaventure_Bonnies_logo.svg/320px-St._Bonaventure_Bonnies_logo.svg.png,NA,A-10,St. Bonaventure
St. Francis (N.Y.),St. Francis Brooklyn,St Francis (BKN),0,#0038A8,#CE1126,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/e/e2/St._Francis_Brooklyn_Terriers_logo.svg,NA,NEC,St. Francis Brooklyn
St. Francis (Pa.),Saint Francis (PA),St Francis (PA),0,#BD1F25,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Saint_Francis_Red_Flash_logo.svg/320px-Saint_Francis_Red_Flash_logo.svg.png,NA,NEC,Saint Francis (PA)
St. John's,St. John's (NY),St John's,0.11111111111111116,#BA0C2F,#041C2C,#A7A8AA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/St._John%27s_Red_Storm_logo.svg/172px-St._John%27s_Red_Storm_logo.svg.png,NA,Big East,St. John's
St. Joseph's (Pa.),Saint Joseph's,Saint Joe's,0.20105820105820116,#9E1B32,#6C6F70,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Saint_Joseph%27s_Hawks_logo.svg/320px-Saint_Joseph%27s_Hawks_logo.svg.png,NA,A-10,St. Joseph's (Pa.)
St. Louis U.,Saint Louis,Saint Louis,0,#003DA5,#C8C9C7,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Saint_Louis_Billikens_logo.svg/249px-Saint_Louis_Billikens_logo.svg.png,NA,A-10,Saint Louis
St. Mary's (Cal.),Saint Mary's (CA),Saint Mary's,0.26050420168067223,#D80024,#06315B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Saint_Mary%27s_College_Gaels_logo.svg/300px-Saint_Mary%27s_College_Gaels_logo.svg.png,NA,WCC,St. Mary's (Cal.)
St. Peter's,Saint Peter's,St Peter's,0.10722610722610726,#003C71,#0072CE,#A59C94,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/9/97/Saint_Peter%27s_Peacocks_logo.svg,NA,MAAC,St. Peter's
Stanford,Stanford,Stanford,0,#8C1515,#FFFFFF,#4D4F53,#2E2D29,#007662,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Stanford_Cardinal_logo.svg/157px-Stanford_Cardinal_logo.svg.png,NA,Pac 12,Stanford
Stephen F. Austin,SFA,SF Austin,0,#3F2A55,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Stephen_F._Austin_Athletics_wordmark.svg/240px-Stephen_F._Austin_Athletics_wordmark.svg.png,NA,WAC,SFA
Stony Brook,Stony Brook,Stony Brook,0,#990000,#16243E,#828282,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Stony_Brook_Seawolves_logo.svg/320px-Stony_Brook_Seawolves_logo.svg.png,NA,Am. East,Stony Brook
Syracuse,Syracuse,Syracuse,0,#D44500,#3E3D3C,#6F777D,#ADB3B8,#3E3D3C,#0D1D37,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Syracuse_Orange_logo.svg/177px-Syracuse_Orange_logo.svg.png,NA,ACC,Syracuse
Tarleton State,Tarleton St.,Tarleton,0.09920634920634919,#4F2D7F,white,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/56/Tarleton_State_athletics_logo.svg,NA,WAC,Tarleton State
TCU,TCU,TCU,0,#4D1979,#A3A9AC,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/TCU_Horned_Frogs_logo.svg/320px-TCU_Horned_Frogs_logo.svg.png,NA,Big 12,TCU
Temple,Temple,Temple,0,#9D2235,#FFCD00,#8A8D8F,#C1C6C8,#000000,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Temple_T_logo.svg/212px-Temple_T_logo.svg.png,NA,AAC,Temple
Tennessee,Tennessee,Tennessee,0,#FF8200,#58595B,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Tennessee_Volunteers_logo.svg/240px-Tennessee_Volunteers_logo.svg.png,NA,SEC,Tennessee
Tennessee St.,Tennessee St.,Tennessee St,0,#00539F,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Tennessee_State_Tigers_logo.svg/264px-Tennessee_State_Tigers_logo.svg.png,NA,OVC,Tennessee St.
Tennessee Tech,Tennessee Tech,Tenn Tech,0,#4F2984,#FFDD00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Tennessee_Tech_Golden_Eagles_logo.svg/315px-Tennessee_Tech_Golden_Eagles_logo.svg.png,NA,OVC,Tennessee Tech
Tennessee-Martin,UT Martin,UT Martin,0,#002649,#F77F00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/UT_Martin_Skyhawks_logo.svg/299px-UT_Martin_Skyhawks_logo.svg.png,NA,OVC,UT Martin
Texas,Texas,Texas,0,#BF5700,#333F48,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Texas_Longhorns_logo.svg/320px-Texas_Longhorns_logo.svg.png,NA,Big 12,Texas
Texas A&M,Texas A&M,Texas A&M,0,#500000,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Texas_A%26M_University_logo.svg/292px-Texas_A%26M_University_logo.svg.png,NA,SEC,Texas A&M
Texas A&M-CC,A&M-Corpus Christi,Texas A&M-CC,0,#0067C5,#007F3E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Texas_A%26M%E2%80%93Corpus_Christi_Islanders_logo.svg/260px-Texas_A%26M%E2%80%93Corpus_Christi_Islanders_logo.svg.png,NA,Southland,A&M-Corpus Christi
Texas Southern,Texas Southern,Texas Southern,0,#6F263D,#A2AAAD,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Texas_Southern_Tigers_logo.svg/254px-Texas_Southern_Tigers_logo.svg.png,NA,SWAC,Texas Southern
Texas State,Texas St.,Texas State,0.12794612794612803,#501214,#8D734A,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Texas_State_Bobcats_logo.svg/206px-Texas_State_Bobcats_logo.svg.png,NA,Sunbelt,Texas State
Texas Tech,Texas Tech,Texas Tech,0,#CC0000,#000000,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Texas_Tech_Athletics_logo.svg/207px-Texas_Tech_Athletics_logo.svg.png,NA,Big 12,Texas Tech
Texas-Arlington,UT Arlington,UT Arlington,0.16666666666666674,#F58025,#0064B1,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/UT_Arlington_Mavericks_logo.svg/310px-UT_Arlington_Mavericks_logo.svg.png,NA,Sunbelt,Texas-Arlington
Texas-Pan American,UTRGV,UT Rio Grande,0,#FFA300,#F05023,#00843D,#0C2340,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Texas%E2%80%93Rio_Grande_Valley_Vaqueros_logo.svg/320px-Texas%E2%80%93Rio_Grande_Valley_Vaqueros_logo.svg.png,NA,WAC,UTRGV
Toledo,Toledo,Toledo,0,#15397F,#005CB9,#FFDA00,#BEC6C3,#A0ACAA,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Toledo_Rockets_logo.svg/320px-Toledo_Rockets_logo.svg.png,NA,MAC,Toledo
Toronto,non,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,non
Towson,Towson,Towson,0,#000000,#FFCC00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Towson_Tigers_logo.svg/320px-Towson_Tigers_logo.svg.png,NA,CAA,Towson
Troy,Troy,Troy,0,#6D0017,#B2B3B5,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/3/34/Troy_Trojans_logo.svg,NA,Sunbelt,Troy
Tulane,Tulane,Tulane,0,#006747,#43B02A,#418FDE,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Tulane_Green_Wave_logo.svg/320px-Tulane_Green_Wave_logo.svg.png,NA,AAC,Tulane
Tulsa,Tulsa,Tulsa,0,#002D72,#C8102E,#C5B783,#F3D54E,#84754E,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Tulsa_Golden_Hurricane_logo.svg/319px-Tulsa_Golden_Hurricane_logo.svg.png,NA,AAC,Tulsa
UAB,UAB,UAB,0,#006341,#CC8A00,#000000,#BF0D3E,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/UAB_Blazers_logo.svg/283px-UAB_Blazers_logo.svg.png,NA,C-USA,UAB
UC Davis,UC Davis,UC Davis,0,#002855,#B3A369,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/1/13/UC_Davis_Aggies_logo.svg,NA,Big West,UC Davis
UC Irvine,UC Irvine,UC Irvine,0,#0C2340,#FFC72C,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/UC_Irvine_Anteaters_logo.svg/227px-UC_Irvine_Anteaters_logo.svg.png,NA,Big West,UC Irvine
UC Riverside,UC Riverside,UC Riverside,0,#2D6CC0,#003066,#F1AB00,#7A6E67,#000000,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/UC_Riverside_Highlanders_logo.svg/240px-UC_Riverside_Highlanders_logo.svg.png,NA,Big West,UC Riverside
UC Santa Barbara,UC Santa Barbara,UCSB,0,#004D9F,#FFB814,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/UC_Santa_Barbara_Gauchos_logo.svg/320px-UC_Santa_Barbara_Gauchos_logo.svg.png,NA,Big West,UC Santa Barbara
UCF,UCF,UCF,0,#000000,#B7A369,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/UCF_Knights_logo.svg/299px-UCF_Knights_logo.svg.png,NA,AAC,UCF
UCLA,UCLA,UCLA,0,#2D68C4,#F2A900,#3284BF,#FFE800,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/UCLA_Bruins_script.svg/320px-UCLA_Bruins_script.svg.png,NA,Pac 12,UCLA
UL-Lafayette,Louisiana,Louisiana,0,#CE181E,#0A0203,#C1C5C9,#F18C21,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Ragin_Cajuns_logo.svg/320px-Ragin_Cajuns_logo.svg.png,NA,Sunbelt,Louisiana
UL-Monroe,ULM,UL Monroe,0,#800029,#BD955A,#646469,#DAD86D,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Louisiana-Monroe_Warhawks_logo.svg/320px-Louisiana-Monroe_Warhawks_logo.svg.png,NA,Sunbelt,ULM
UMass Amherst,Massachusetts,UMass,0,#971B2F,#572932,#B1B3B3,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/UMass_Amherst_Athletics_logo.svg/294px-UMass_Amherst_Athletics_logo.svg.png,NA,A-10,Massachusetts
