TRACK_clean,ncaa_name,espn_name,dist,primary_color,secondary_color,tertiary_color,color_4,color_5,color_6,logo_url,color_3,conference,ncaa_name_TRUE
Houston,Houston,Houston,0,#C8102E,#76232F,#B2B4B2,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Houston_Cougars_primary_logo.svg/252px-Houston_Cougars_primary_logo.svg.png,NA,AAC,Houston
Houston Baptist,Houston Baptist,Houston Baptist,0,#00529C,#F85512,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Houston_Baptist_Huskies_logo.svg/227px-Houston_Baptist_Huskies_logo.svg.png,NA,Southland,Houston Baptist
Howard,Howard,Howard,0,#003A63,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Howard_Bison_logo.svg/186px-Howard_Bison_logo.svg.png,NA,MEAC,Howard
Idaho,Idaho,Idaho,0,#EAAB00,#86754D,#808080,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Idaho_Vandals_logo.svg/216px-Idaho_Vandals_logo.svg.png,NA,Big Sky,Idaho
Idaho State,Idaho St.,Idaho State,0.12794612794612803,#000000,#F9A81A,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Idaho_State_Bengals_logo.svg/254px-Idaho_State_Bengals_logo.svg.png,NA,Big Sky,Idaho State
Illinois,Illinois,Illinois,0,#13294B,#E84A27,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Illinois_Fighting_Illini_logo.svg/166px-Illinois_Fighting_Illini_logo.svg.png,NA,Big 10,Illinois
Illinois State,Illinois St.,Illinois State,0.09920634920634919,#CE1126,#F9DD16,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Illinois_State_Athletics_logo.svg/320px-Illinois_State_Athletics_logo.svg.png,NA,MVC,Illinois State
Illinois-Chicago,UIC,UIC,0,#AC1E2D,#041E42,#FACC09,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/a/a3/UIC_Flames_wordmark.svg,NA,Horizon,UIC
Incarnate Word,UIW,Incarnate Word,0,#CB333B,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Incarnate_Word_Cardinals_logo.svg/320px-Incarnate_Word_Cardinals_logo.svg.png,NA,Southland,UIW
Indiana,Indiana,Indiana,0,#990000,#EEEDEB,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Indiana_Hoosiers_logo.svg/190px-Indiana_Hoosiers_logo.svg.png,NA,Big 10,Indiana
Indiana State,Indiana St.,Indiana State,0.10722610722610726,#0142BC,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Indiana_State_Sycamores_logo.svg/320px-Indiana_State_Sycamores_logo.svg.png,NA,MVC,Indiana State
Iona,Iona,Iona,0,#6F2C3F,#F2A900,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Iona_College_Athletics_Primary_Logo.png/315px-Iona_College_Athletics_Primary_Logo.png,NA,MAAC,Iona
Iowa,Iowa,Iowa,0,#FFCD00,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Iowa_Hawkeyes_logo.svg/320px-Iowa_Hawkeyes_logo.svg.png,NA,Big 10,Iowa
Iowa State,Iowa St.,Iowa State,0.1416666666666666,#C8102E,#F1BE48,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Iowa_State_Cyclones_logo.svg/320px-Iowa_State_Cyclones_logo.svg.png,NA,Big 12,Iowa State
IPFW,Purdue Fort Wayne,Fort Wayne,0,#002F6C,#000000,#63666A,#97999B,#BBBCBC,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Purdue_Fort_Wayne_Mastodons_logo.svg/202px-Purdue_Fort_Wayne_Mastodons_logo.svg.png,NA,Summit,Purdue Fort Wayne
IUPUI,IUPUI,IUPUI,0,#9D2235,#DFD1A7,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/IUPUI_Jaguars_logo.svg/300px-IUPUI_Jaguars_logo.svg.png,NA,Horizon,IUPUI
Jackson State,Jackson St.,Jackson State,0.10722610722610726,#002147,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Jackson_State_athletics_logo.svg/320px-Jackson_State_athletics_logo.svg.png,NA,SWAC,Jackson State
Jacksonville,Jacksonville,Jacksonville,0,#084E44,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Jacksonville_Dolphins_logo_2018.svg/320px-Jacksonville_Dolphins_logo_2018.svg.png,NA,A-Sun,Jacksonville
Jacksonville St.,Jacksonville St.,Jacksonville St,0,#004E44,#898A8D,#BBBBBB,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Jacksonville_State_Gamecocks_logo.svg/320px-Jacksonville_State_Gamecocks_logo.svg.png,NA,OVC,Jacksonville St.
James Madison,James Madison,JMU,0,#450084,#CBB677,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/James_Madison_University_Athletics_logo.svg/320px-James_Madison_University_Athletics_logo.svg.png,NA,CAA,James Madison
Kansas,Kansas,Kansas,0,#0051BA,#E8000D,#FFC82D,#85898A,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/Kansas_Jayhawks_logo.svg/270px-Kansas_Jayhawks_logo.svg.png,NA,Big 12,Kansas
Kansas State,Kansas St.,Kansas State,0.1166666666666667,#512888,#D1D1D1,#A7A7A7,#FFFFFF,#000000,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Kansas_State_Wildcats_logo.svg/320px-Kansas_State_Wildcats_logo.svg.png,NA,Big 12,Kansas State
Kennesaw State,Kennesaw St.,Kennesaw State,0.09920634920634919,#FDBB30,#0B1315,#C5C6C8,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Kennesaw_State_Owls_logo.svg/254px-Kennesaw_State_Owls_logo.svg.png,NA,A-Sun,Kennesaw State
Kent State,Kent St.,Kent State,0.1416666666666666,#002664,#EAAB00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Kent_State_athletic_logo.svg/320px-Kent_State_athletic_logo.svg.png,NA,MAC,Kent State
Kentucky,Kentucky,Kentucky,0,#0033A0,#FFFFFF,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Kentucky_Wildcats_logo.svg/293px-Kentucky_Wildcats_logo.svg.png,NA,SEC,Kentucky
La Salle,La Salle,La Salle,0,#FFCC00,#003366,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/La_Salle_Explorers_logo.svg/320px-La_Salle_Explorers_logo.svg.png,NA,A-10,La Salle
Lafayette,Lafayette,Lafayette,0,#910029,#A8996E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Lafayette_Leopards_logo.svg/320px-Lafayette_Leopards_logo.svg.png,NA,Patriot,Lafayette
Lamar,Lamar University,Lamar,0.22916666666666674,#E31937,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Lamar_Cardinals_logo.svg/320px-Lamar_Cardinals_logo.svg.png,NA,WAC,Lamar
Lehigh,Lehigh,Lehigh,0,#4B2913,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/LehighMountainHawks.svg/245px-LehighMountainHawks.svg.png,NA,Patriot,Lehigh
Liberty,Liberty,Liberty,0,#990000,#0A254E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Liberty_Flames_logo.svg/266px-Liberty_Flames_logo.svg.png,NA,A-Sun,Liberty
Lipscomb,Lipscomb,Lipscomb,0,#331E54,#F4AA00,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/1/1c/Lipscomb_L.png,NA,A-Sun,Lipscomb
LIU,LIU,LIU Brooklyn,0,#231F20,#8A8D8F,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/LIU_Brooklyn_Blackbirds_logo.svg/320px-LIU_Brooklyn_Blackbirds_logo.svg.png,NA,NEC,LIU
LIU Brooklyn,LIU,LIU Brooklyn,0.25,#231F20,#8A8D8F,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/LIU_Brooklyn_Blackbirds_logo.svg/320px-LIU_Brooklyn_Blackbirds_logo.svg.png,NA,NEC,LIU Brooklyn
Long Beach St.,Long Beach St.,Long Beach St,0,#FFC72A,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Long_Beach_State_Athletics_logo.svg/197px-Long_Beach_State_Athletics_logo.svg.png,NA,Big West,Long Beach St.
Long Island,LIU,LIU Brooklyn,0,#231F20,#8A8D8F,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/LIU_Brooklyn_Blackbirds_logo.svg/320px-LIU_Brooklyn_Blackbirds_logo.svg.png,NA,NEC,LIU
Longwood,Longwood,Longwood,0,#041E42,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Longwood_Lancers_logo.svg/320px-Longwood_Lancers_logo.svg.png,NA,Big South,Longwood
Louisiana Tech,Louisiana Tech,LA Tech,0,#E31B23,#A2AAAD,#111111,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Louisiana_Tech_Athletics_logo.svg/320px-Louisiana_Tech_Athletics_logo.svg.png,NA,C-USA,Louisiana Tech
Louisville,Louisville,Louisville,0,#AD0000,#000000,#FDB913,#CCCCCC,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Louisville_Cardinals_logo.svg/218px-Louisville_Cardinals_logo.svg.png,NA,ACC,Louisville
Loyola (Ill.),Loyola Chicago,Loyola-Chicago,0,#922247,#FEBD18,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/Loyola_Ramblers_logo.svg/301px-Loyola_Ramblers_logo.svg.png,NA,MVC,Loyola Chicago
Loyola (Md.),Loyola Maryland,Loyola (MD),0.21666666666666667,#00694E,#CACAC8,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Loyola_Greyhounds_logo.svg/186px-Loyola_Greyhounds_logo.svg.png,NA,Patriot,Loyola (Md.)
Loyola Marymount,LMU (CA),Loyola Mary,0,#B62B3A,#00447C,#617080,#231F20,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/LMU_Lions_logo.svg/320px-LMU_Lions_logo.svg.png,NA,WCC,LMU (CA)
LSU,LSU,LSU,0,#461D7C,#FDD023,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/LSU_Athletics_logo.svg/220px-LSU_Athletics_logo.svg.png,NA,SEC,LSU
Maine,Maine,Maine,0,#003263,#B0D7FF,#AB0634,#908C89,#000000,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Maine_Black_Bears_logo.svg/313px-Maine_Black_Bears_logo.svg.png,NA,Am. East,Maine
Manhattan,Manhattan,Manhattan,0,#00703C,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Manhattan_Jaspers_logo.svg/287px-Manhattan_Jaspers_logo.svg.png,NA,MAAC,Manhattan
Marist,Marist,Marist,0,#C8102E,#B2B2B2,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Marist_Red_Foxes_logo.svg/320px-Marist_Red_Foxes_logo.svg.png,NA,MAAC,Marist
Marquette,Marquette,Marquette,0,#003366,#FFCC00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Marquette_Golden_Eagles_logo.svg/320px-Marquette_Golden_Eagles_logo.svg.png,NA,Big East,Marquette
Marshall,Marshall,Marshall,0,#00B140,#A2AAAD,#693F23,#AD7C59,#27251F,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Marshall_Thundering_Herd_logo.svg/320px-Marshall_Thundering_Herd_logo.svg.png,NA,C-USA,Marshall
Maryland,Maryland,Maryland,0,#E03A3E,#FFD520,#FFFFFF,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Maryland_Terrapins_logo.svg/219px-Maryland_Terrapins_logo.svg.png,NA,Big 10,Maryland
Maryland-Eastern Shore,UMES,MD-E Shore,0,#822433,#8B8D8E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/Maryland_Eastern_Shore_Hawks_logo.svg/320px-Maryland_Eastern_Shore_Hawks_logo.svg.png,NA,MEAC,UMES
McNeese State,McNeese,Mcneese,0.15384615384615397,#00529B,#FFD204,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/McNeese_State_Athletics_logo.svg/224px-McNeese_State_Athletics_logo.svg.png,NA,Southland,McNeese State
Memphis,Memphis,Memphis,0,#003087,#898D8D,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Memphis_Tigers_logo.svg/276px-Memphis_Tigers_logo.svg.png,NA,AAC,Memphis
Mercer,Mercer,Mercer,0,#CB5307,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Mercer_Bears_logo.svg/312px-Mercer_Bears_logo.svg.png,NA,Southern,Mercer
Miami,Miami (FL),Miami,0,#F47321,#005030,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Miami_Hurricanes_logo.svg/320px-Miami_Hurricanes_logo.svg.png,NA,ACC,Miami (FL)
Miami (Fla.),Miami (FL),Miami,0,#F47321,#005030,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Miami_Hurricanes_logo.svg/320px-Miami_Hurricanes_logo.svg.png,NA,ACC,Miami (FL)
Miami (Ohio),Miami (OH),Miami (OH),0,#B61E2E,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Miami_Redhawks_logo.svg/317px-Miami_Redhawks_logo.svg.png,NA,MAC,Miami (OH)
Michigan,Michigan,Michigan,0,#00274C,#FFCB05,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Michigan_Wolverines_logo.svg/320px-Michigan_Wolverines_logo.svg.png,NA,Big 10,Michigan
Michigan State,Michigan St.,Michigan State,0.09920634920634919,#18453B,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Michigan_State_Athletics_logo.svg/208px-Michigan_State_Athletics_logo.svg.png,NA,Big 10,Michigan State
Mid. Tenn. State,Middle Tenn.,Mid Tennessee,0.28055555555555567,#0066CC,#69B3E7,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/e/ea/Middle_Tennessee_MT_Logomark.svg,NA,C-USA,Mid. Tenn. State
Milwaukee,Milwaukee,Milwaukee,0,#FFBD00,#CCCCCC,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Wisconsin%E2%80%93Milwaukee_Panthers_head_logo.svg/320px-Wisconsin%E2%80%93Milwaukee_Panthers_head_logo.svg.png,NA,Horizon,Milwaukee
Minnesota,Minnesota,Minnesota,0,#7A0019,#FFCC33,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Minnesota_Golden_Gophers_logo.svg/320px-Minnesota_Golden_Gophers_logo.svg.png,NA,Big 10,Minnesota
Miss State,Mississippi St.,Miss St,0,#660000,#FFFFFF,#CCCCCC,#75787B,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Mississippi_State_Bulldogs_logo.svg/320px-Mississippi_State_Bulldogs_logo.svg.png,NA,SEC,Mississippi St.
Mississippi,Ole Miss,Ole Miss,0,#CE1126,#14213D,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ole_Miss_Rebels_logo.svg/320px-Ole_Miss_Rebels_logo.svg.png,NA,SEC,Ole Miss
Mississippi St.,Mississippi St.,Miss St,0,#660000,#FFFFFF,#CCCCCC,#75787B,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Mississippi_State_Bulldogs_logo.svg/320px-Mississippi_State_Bulldogs_logo.svg.png,NA,SEC,Mississippi St.
Mississippi Valley,Mississippi Val.,Miss Valley St,0.07638888888888884,#046A38,#FFFFFF,NA,NA,NA,NA,https://i.imgur.com/TOQFibH.jpg,NA,SWAC,Mississippi Valley
Missouri,Missouri,Missouri,0,#000000,#F1B82D,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Missouri_Tigers_logo.svg/320px-Missouri_Tigers_logo.svg.png,NA,SEC,Missouri
Missouri State,Missouri St.,Missouri State,0.09920634920634919,#5E0009,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Missouri_State_Athletics_logo.svg/274px-Missouri_State_Athletics_logo.svg.png,NA,MVC,Missouri State
Monmouth,Monmouth,Monmouth,0,#041E42,#53565A,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Monmouth_Hawks.svg/309px-Monmouth_Hawks.svg.png,NA,MAAC,Monmouth
Montana,Montana,Montana,0,#999999,#999999,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Montana_Griz_logo.svg/320px-Montana_Griz_logo.svg.png,NA,Big Sky,Montana
Montana State,Montana St.,Montana State,0.10722610722610726,#B9975B,#B9975B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Montana_State_Bobcats_logo.svg/320px-Montana_State_Bobcats_logo.svg.png,NA,Big Sky,Montana State
Morehead State,Morehead St.,Morehead State,0.09920634920634919,#005EB8,#FFCF00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Morehead_State_Eagles_logo.svg/243px-Morehead_State_Eagles_logo.svg.png,NA,OVC,Morehead State
Morgan State,Morgan St.,Morgan State,0.1166666666666667,#002D74,#FF4E00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Morgan_State_Bears_logo.svg/320px-Morgan_State_Bears_logo.svg.png,NA,MEAC,Morgan State
Mount St. Mary's,Mount St. Mary's,Mt St Mary's,0,#002F6C,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Mount_St._Mary%27s_Mountaineers_logo.svg/320px-Mount_St._Mary%27s_Mountaineers_logo.svg.png,NA,NEC,Mount St. Mary's
Murray State,Murray St.,Murray State,0.1166666666666667,#002144,#ECAC00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Murray_State_Racers_logo.svg/227px-Murray_State_Racers_logo.svg.png,NA,OVC,Murray State
N. Carolina A&T,N.C. A&T,NC A&T,0,#004684,#FDB927,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/North_Carolina_A%26T_Aggies_logo.svg/198px-North_Carolina_A%26T_Aggies_logo.svg.png,NA,MEAC,N.C. A&T
N.C. Central,N.C. Central,NC Central,0,#862633,#898D8D,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/a/ae/NCCU_Eagles_logo.png,NA,MEAC,N.C. Central
Navy,Navy,Navy,0,#00205B,#C5B783,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Navy_Athletics_logo.svg/195px-Navy_Athletics_logo.svg.png,NA,Patriot,Navy
NC State,NC State,NC State,0,#CC0000,#000000,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/North_Carolina_State_University_Athletic_logo.svg/202px-North_Carolina_State_University_Athletic_logo.svg.png,NA,ACC,NC State
Nebraska,Nebraska,Nebraska,0,#E41C38,#5F6A72,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Nebraska_Cornhuskers_logo.svg/240px-Nebraska_Cornhuskers_logo.svg.png,NA,Big 10,Nebraska
Nebraska-Omaha,Omaha,Omaha,0,#000000,#D71920,#636568,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Omaha_Mavericks_logo.svg/246px-Omaha_Mavericks_logo.svg.png,NA,Summit,Omaha
Nevada,Nevada,Nevada,0,#003366,#807F84,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Nevada_Wolf_Pack_logo.svg/320px-Nevada_Wolf_Pack_logo.svg.png,NA,MWC,Nevada
New Hampshire,New Hampshire,UNH,0,#041E42,#BBBCBC,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/New_Hampshire_Wildcats_logo.svg/284px-New_Hampshire_Wildcats_logo.svg.png,NA,Am. East,New Hampshire
New Jersey Institute,NJIT,NJIT,0,#D22630,#071D49,#C1C6C8,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/30/NJIT_Highlanders_logo.svg/274px-NJIT_Highlanders_logo.svg.png,NA,Am. East,NJIT
New Mexico,New Mexico,New Mexico,0,#BA0C2F,#A7A8AA,#63666A,#007A86,#000000,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/New_Mexico_Lobos_logo.svg/195px-New_Mexico_Lobos_logo.svg.png,NA,MWC,New Mexico
New Mexico St.,New Mexico St.,New Mexico St,0,#861F41,#97999B,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/New_Mexico_State_Aggies_logo.svg/320px-New_Mexico_State_Aggies_logo.svg.png,NA,WAC,New Mexico St.
New Orleans,New Orleans,New Orleans,0,#005CA6,#A3A9AD,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/New_Orleans_Privateers_logo.svg/278px-New_Orleans_Privateers_logo.svg.png,NA,Southland,New Orleans
Niagara,Niagara,Niagara,0,#582C83,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Niagara_Purple_Eagles.svg/320px-Niagara_Purple_Eagles.svg.png,NA,MAAC,Niagara
Nicholls State,Nicholls St.,Nicholls,0.09920634920634919,#C41230,#B2B2B2,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Nicholls_State_Colonels_logo.svg/320px-Nicholls_State_Colonels_logo.svg.png,NA,Southland,Nicholls State
Nicholls State University,Nicholls St.,Nicholls,0.21444444444444455,#C41230,#B2B2B2,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Nicholls_State_Colonels_logo.svg/320px-Nicholls_State_Colonels_logo.svg.png,NA,Southland,Nicholls State University
Norfolk State,Norfolk St.,Norfolk State,0.10722610722610726,#007A53,#F2A900,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/78/Norfork_State_Spartans_logo.svg/240px-Norfork_State_Spartans_logo.svg.png,NA,MEAC,Norfolk State
North Carolina,North Carolina,UNC,0,#7BAFD4,#FFFFFF,#13294B,#000000,#8D9092,#A2AAAD,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/North_Carolina_Tar_Heels_logo.svg/304px-North_Carolina_Tar_Heels_logo.svg.png,NA,ACC,North Carolina
North Carolina St.,NC State,NC State,0,#CC0000,#000000,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/North_Carolina_State_University_Athletic_logo.svg/202px-North_Carolina_State_University_Athletic_logo.svg.png,NA,ACC,NC State
North Dakota,North Dakota,North Dakota,0,#009A44,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/North_Dakota_Fighting_Hawks_logo.svg/320px-North_Dakota_Fighting_Hawks_logo.svg.png,NA,Summit,North Dakota
North Dakota St.,North Dakota St.,North Dakota St,0,#0A5640,#FFC72A,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/North_Dakota_State_Bison_logo.svg/320px-North_Dakota_State_Bison_logo.svg.png,NA,Summit,North Dakota St.
North Dakota State,North Dakota St.,North Dakota St,0.07638888888888884,#0A5640,#FFC72A,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/North_Dakota_State_Bison_logo.svg/320px-North_Dakota_State_Bison_logo.svg.png,NA,Summit,North Dakota State
North Florida,North Florida,North Florida,0,#00246B,#D9D9D9,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/North_Florida_Ospreys_logo.svg/320px-North_Florida_Ospreys_logo.svg.png,NA,A-Sun,North Florida
North Texas,North Texas,North Texas,0,#00853E,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/North_Texas_Mean_Green_logo.svg/215px-North_Texas_Mean_Green_logo.svg.png,NA,C-USA,North Texas
Northeastern,Northeastern,Northeastern,0,#E50000,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Northeastern_Huskies_primary_logo.svg/245px-Northeastern_Huskies_primary_logo.svg.png,NA,CAA,Northeastern
Northern Arizona,Northern Ariz.,N Arizona,0.08630952380952372,#FFD200,#FBB040,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Northern_Arizona_Athletics_logo.svg/320px-Northern_Arizona_Athletics_logo.svg.png,NA,Big Sky,Northern Arizona
Northern Colorado,Northern Colo.,N Colorado,0.10224089635854339,#F6B000,#F6B000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Northern_Colorado_Bears_logo.svg/239px-Northern_Colorado_Bears_logo.svg.png,NA,Big Sky,Northern Colorado
Northern Illinois,Northern Ill.,N Illinois,0.12368024132730016,#BA0C2F,#8A8D8F,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Northern_Illinois_Huskies_logo.svg/246px-Northern_Illinois_Huskies_logo.svg.png,NA,MAC,Northern Illinois
Northern Iowa,UNI,Northern Iowa,0,#4B116F,#FFCC00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Northern_Iowa_Panters_logo.svg/320px-Northern_Iowa_Panters_logo.svg.png,NA,MVC,UNI
Northern Kentucky,Northern Ky.,N Kentucky,0.14542483660130734,#FFC72C,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Northern_Kentucky_Norse_logo.svg/320px-Northern_Kentucky_Norse_logo.svg.png,NA,Horizon,Northern Kentucky
Northwestern,Northwestern,Northwestern,0,#4E2A84,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Northwestern_Wildcats_logo.svg/156px-Northwestern_Wildcats_logo.svg.png,NA,Big 10,Northwestern
Northwestern St.,Northwestern St.,Northwestern St,0,#492F92,#F78426,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Northwestern_State_Demons_wordmark.svg/320px-Northwestern_State_Demons_wordmark.svg.png,NA,Southland,Northwestern St.
